,ETL Tstamp Time,Event Name,Event Details
874,2025-12-19 12:25:30,Card Played,"{""Card"": ""Echoing Step""}"
875,2025-12-19 12:25:40,Card Played,"{""Card"": ""Web Trap""}"
876,2025-12-19 12:25:50,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
877,2025-12-19 12:26:00,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
878,2025-12-19 12:26:10,Card Played,"{""Card"": ""Thread Pull""}"
879,2025-12-19 12:26:20,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 5, ""Remaining"": 25}"
880,2025-12-19 12:26:30,Turn Ended,"{""Health"": 25}"
881,2025-12-19 12:26:40,Turn Started,"{""Turn"": 6, ""Energy"": 3}"
882,2025-12-19 12:26:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
883,2025-12-19 12:27:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
884,2025-12-19 12:27:10,Card Played,"{""Card"": ""Thread Pull""}"
885,2025-12-19 12:27:20,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
886,2025-12-19 12:27:30,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Void Mite""}"
887,2025-12-19 12:27:40,Silk Gained,"{""Amount"": 5, ""Total"": 426}"
888,2025-12-19 12:27:50,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 8, ""Remaining"": 17}"
889,2025-12-19 12:28:00,Turn Ended,"{""Health"": 17}"
890,2025-12-19 12:28:10,Turn Started,"{""Turn"": 7, ""Energy"": 3}"
891,2025-12-19 12:28:20,Card Played,"{""Card"": ""Web Trap""}"
892,2025-12-19 12:28:30,Card Played,"{""Card"": ""Echoing Step""}"
893,2025-12-19 12:28:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Loom Crawler""}"
894,2025-12-19 12:28:50,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Void Mite""}"
895,2025-12-19 12:29:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
896,2025-12-19 12:29:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 7, ""Remaining"": 10}"
897,2025-12-19 12:29:20,Turn Ended,"{""Health"": 10}"
898,2025-12-19 12:29:30,Turn Started,"{""Turn"": 8, ""Energy"": 3}"
899,2025-12-19 12:29:40,Card Played,"{""Card"": ""Azure Stitch""}"
900,2025-12-19 12:29:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Void Mite""}"
901,2025-12-19 12:30:00,Card Played,"{""Card"": ""Azure Stitch""}"
902,2025-12-19 12:30:10,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
903,2025-12-19 12:30:20,Card Played,"{""Card"": ""Web Trap""}"
904,2025-12-19 12:30:30,Card Played,"{""Card"": ""Echoing Step""}"
905,2025-12-19 12:30:40,Card Played,"{""Card"": ""Thread Pull""}"
906,2025-12-19 12:30:50,Silk Gained,"{""Amount"": 1, ""Total"": 427}"
907,2025-12-19 12:31:00,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 1, ""Remaining"": 9}"
908,2025-12-19 12:31:10,Turn Ended,"{""Health"": 9}"
909,2025-12-19 12:31:20,Combat Ended,"{""Result"": ""Victory""}"
910,2025-12-19 12:31:30,Node Selected,"{""Type"": ""Boss"", ""Name"": ""The Void Monarch""}"
911,2025-12-19 12:31:40,Combat Started,"{""Enemies"": [""The Void Monarch""]}"
912,2025-12-19 12:31:50,Turn Started,"{""Turn"": 1, ""Energy"": 5}"
913,2025-12-19 12:32:00,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
914,2025-12-19 12:32:10,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
915,2025-12-19 12:32:20,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
916,2025-12-19 12:32:30,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
917,2025-12-19 12:32:40,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
918,2025-12-19 12:32:50,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
919,2025-12-19 12:33:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
920,2025-12-19 12:33:10,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
921,2025-12-19 12:33:20,Turn Ended,"{""Status"": ""Ongoing""}"
922,2025-12-19 12:33:30,Turn Started,"{""Turn"": 2, ""Energy"": 5}"
923,2025-12-19 12:33:40,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
924,2025-12-19 12:33:50,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
925,2025-12-19 12:34:00,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
926,2025-12-19 12:34:10,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
927,2025-12-19 12:34:20,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
928,2025-12-19 12:34:30,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
929,2025-12-19 12:34:40,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
930,2025-12-19 12:34:50,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
931,2025-12-19 12:35:00,Turn Ended,"{""Status"": ""Ongoing""}"
932,2025-12-19 12:35:10,Turn Started,"{""Turn"": 3, ""Energy"": 5}"
933,2025-12-19 12:35:20,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
934,2025-12-19 12:35:30,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
935,2025-12-19 12:35:40,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
936,2025-12-19 12:35:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
937,2025-12-19 12:36:00,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
938,2025-12-19 12:36:10,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
939,2025-12-19 12:36:20,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
940,2025-12-19 12:36:30,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
941,2025-12-19 12:36:40,Turn Ended,"{""Status"": ""Ongoing""}"
942,2025-12-19 12:36:50,Turn Started,"{""Turn"": 4, ""Energy"": 5}"
943,2025-12-19 12:37:00,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
944,2025-12-19 12:37:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
945,2025-12-19 12:37:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
946,2025-12-19 12:37:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
947,2025-12-19 12:37:40,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
948,2025-12-19 12:37:50,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
949,2025-12-19 12:38:00,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
950,2025-12-19 12:38:10,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
951,2025-12-19 12:38:20,Turn Ended,"{""Status"": ""Ongoing""}"
952,2025-12-19 12:38:30,Turn Started,"{""Turn"": 5, ""Energy"": 5}"
953,2025-12-19 12:38:40,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
954,2025-12-19 12:38:50,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
955,2025-12-19 12:39:00,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
956,2025-12-19 12:39:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
957,2025-12-19 12:39:20,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
958,2025-12-19 12:39:30,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
959,2025-12-19 12:39:40,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
960,2025-12-19 12:39:50,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
961,2025-12-19 12:40:00,Turn Ended,"{""Status"": ""Ongoing""}"
962,2025-12-19 12:40:10,Turn Started,"{""Turn"": 6, ""Energy"": 5}"
963,2025-12-19 12:40:20,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
964,2025-12-19 12:40:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
965,2025-12-19 12:40:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
966,2025-12-19 12:40:50,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
967,2025-12-19 12:41:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
968,2025-12-19 12:41:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
969,2025-12-19 12:41:20,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
970,2025-12-19 12:41:30,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
971,2025-12-19 12:41:40,Turn Ended,"{""Status"": ""Ongoing""}"
972,2025-12-19 12:41:50,Turn Started,"{""Turn"": 7, ""Energy"": 5}"
973,2025-12-19 12:42:00,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
974,2025-12-19 12:42:10,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
975,2025-12-19 12:42:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
976,2025-12-19 12:42:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
977,2025-12-19 12:42:40,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
978,2025-12-19 12:42:50,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
979,2025-12-19 12:43:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
980,2025-12-19 12:43:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
981,2025-12-19 12:43:20,Turn Ended,"{""Status"": ""Ongoing""}"
982,2025-12-19 12:43:30,Turn Started,"{""Turn"": 8, ""Energy"": 5}"
983,2025-12-19 12:43:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
984,2025-12-19 12:43:50,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
985,2025-12-19 12:44:00,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
986,2025-12-19 12:44:10,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
987,2025-12-19 12:44:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
988,2025-12-19 12:44:30,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
989,2025-12-19 12:44:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
990,2025-12-19 12:44:50,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
991,2025-12-19 12:45:00,Turn Ended,"{""Status"": ""Ongoing""}"
992,2025-12-19 12:45:10,Turn Started,"{""Turn"": 9, ""Energy"": 5}"
993,2025-12-19 12:45:20,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
994,2025-12-19 12:45:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
995,2025-12-19 12:45:40,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
996,2025-12-19 12:45:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
997,2025-12-19 12:46:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
998,2025-12-19 12:46:10,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
999,2025-12-19 12:46:20,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1000,2025-12-19 12:46:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1001,2025-12-19 12:46:40,Turn Ended,"{""Status"": ""Ongoing""}"
1002,2025-12-19 12:46:50,Turn Started,"{""Turn"": 10, ""Energy"": 5}"
1003,2025-12-19 12:47:00,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1004,2025-12-19 12:47:10,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1005,2025-12-19 12:47:20,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1006,2025-12-19 12:47:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1007,2025-12-19 12:47:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1008,2025-12-19 12:47:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1009,2025-12-19 12:48:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1010,2025-12-19 12:48:10,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1011,2025-12-19 12:48:20,Turn Ended,"{""Status"": ""Ongoing""}"
1012,2025-12-19 12:48:30,Turn Started,"{""Turn"": 11, ""Energy"": 5}"
1013,2025-12-19 12:48:40,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1014,2025-12-19 12:48:50,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1015,2025-12-19 12:49:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1016,2025-12-19 12:49:10,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1017,2025-12-19 12:49:20,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1018,2025-12-19 12:49:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1019,2025-12-19 12:49:40,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1020,2025-12-19 12:49:50,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1021,2025-12-19 12:50:00,Turn Ended,"{""Status"": ""Ongoing""}"
1022,2025-12-19 12:50:10,Turn Started,"{""Turn"": 12, ""Energy"": 5}"
1023,2025-12-19 12:50:20,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1024,2025-12-19 12:50:30,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1025,2025-12-19 12:50:40,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1026,2025-12-19 12:50:50,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1027,2025-12-19 12:51:00,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1028,2025-12-19 12:51:10,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1029,2025-12-19 12:51:20,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1030,2025-12-19 12:51:30,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1031,2025-12-19 12:51:40,Turn Ended,"{""Status"": ""Ongoing""}"
1032,2025-12-19 12:51:50,Turn Started,"{""Turn"": 13, ""Energy"": 5}"
1033,2025-12-19 12:52:00,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1034,2025-12-19 12:52:10,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1035,2025-12-19 12:52:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1036,2025-12-19 12:52:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1037,2025-12-19 12:52:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1038,2025-12-19 12:52:50,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1039,2025-12-19 12:53:00,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1040,2025-12-19 12:53:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1041,2025-12-19 12:53:20,Turn Ended,"{""Status"": ""Ongoing""}"
1042,2025-12-19 12:53:30,Turn Started,"{""Turn"": 14, ""Energy"": 5}"
1043,2025-12-19 12:53:40,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1044,2025-12-19 12:53:50,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1045,2025-12-19 12:54:00,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1046,2025-12-19 12:54:10,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1047,2025-12-19 12:54:20,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1048,2025-12-19 12:54:30,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1049,2025-12-19 12:54:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1050,2025-12-19 12:54:50,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1051,2025-12-19 12:55:00,Turn Ended,"{""Status"": ""Ongoing""}"
1052,2025-12-19 12:55:10,Turn Started,"{""Turn"": 15, ""Energy"": 5}"
1053,2025-12-19 12:55:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1054,2025-12-19 12:55:30,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1055,2025-12-19 12:55:40,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1056,2025-12-19 12:55:50,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1057,2025-12-19 12:56:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1058,2025-12-19 12:56:10,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1059,2025-12-19 12:56:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1060,2025-12-19 12:56:30,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1061,2025-12-19 12:56:40,Turn Ended,"{""Status"": ""Ongoing""}"
1062,2025-12-19 12:56:50,Turn Started,"{""Turn"": 16, ""Energy"": 5}"
1063,2025-12-19 12:57:00,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1064,2025-12-19 12:57:10,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1065,2025-12-19 12:57:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1066,2025-12-19 12:57:30,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1067,2025-12-19 12:57:40,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1068,2025-12-19 12:57:50,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1069,2025-12-19 12:58:00,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1070,2025-12-19 12:58:10,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1071,2025-12-19 12:58:20,Turn Ended,"{""Status"": ""Ongoing""}"
1072,2025-12-19 12:58:30,Turn Started,"{""Turn"": 17, ""Energy"": 5}"
1073,2025-12-19 12:58:40,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1074,2025-12-19 12:58:50,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1075,2025-12-19 12:59:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1076,2025-12-19 12:59:10,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1077,2025-12-19 12:59:20,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1078,2025-12-19 12:59:30,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1079,2025-12-19 12:59:40,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1080,2025-12-19 12:59:50,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1081,2025-12-19 13:00:00,Turn Ended,"{""Status"": ""Ongoing""}"
1082,2025-12-19 13:00:10,Turn Started,"{""Turn"": 18, ""Energy"": 5}"
1083,2025-12-19 13:00:20,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1084,2025-12-19 13:00:30,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1085,2025-12-19 13:00:40,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1086,2025-12-19 13:00:50,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1087,2025-12-19 13:01:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1088,2025-12-19 13:01:10,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1089,2025-12-19 13:01:20,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1090,2025-12-19 13:01:30,Card Played,"{""Card"": ""Silk Shield"", ""Target"": ""The Void Monarch""}"
1091,2025-12-19 13:01:40,Turn Ended,"{""Status"": ""Ongoing""}"
1092,2025-12-19 13:01:50,Turn Started,"{""Turn"": 19, ""Energy"": 5}"
1093,2025-12-19 13:02:00,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1094,2025-12-19 13:02:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1095,2025-12-19 13:02:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1096,2025-12-19 13:02:30,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1097,2025-12-19 13:02:40,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1098,2025-12-19 13:02:50,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1099,2025-12-19 13:03:00,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1100,2025-12-19 13:03:10,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1101,2025-12-19 13:03:20,Turn Ended,"{""Status"": ""Ongoing""}"
1102,2025-12-19 13:03:30,Turn Started,"{""Turn"": 20, ""Energy"": 5}"
1103,2025-12-19 13:03:40,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1104,2025-12-19 13:03:50,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1105,2025-12-19 13:04:00,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1106,2025-12-19 13:04:10,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1107,2025-12-19 13:04:20,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1108,2025-12-19 13:04:30,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1109,2025-12-19 13:04:40,Card Played,"{""Card"": ""Echoing Step"", ""Target"": ""The Void Monarch""}"
1110,2025-12-19 13:04:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1111,2025-12-19 13:05:00,Turn Ended,"{""Status"": ""Ongoing""}"
1112,2025-12-19 13:05:10,Turn Started,"{""Turn"": 21, ""Energy"": 5}"
1113,2025-12-19 13:05:20,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1114,2025-12-19 13:05:30,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1115,2025-12-19 13:05:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1116,2025-12-19 13:05:50,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1117,2025-12-19 13:06:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1118,2025-12-19 13:06:10,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1119,2025-12-19 13:06:20,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1120,2025-12-19 13:06:30,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1121,2025-12-19 13:06:40,Turn Ended,"{""Status"": ""Ongoing""}"
1122,2025-12-19 13:06:50,Turn Started,"{""Turn"": 22, ""Energy"": 5}"
1123,2025-12-19 13:07:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1124,2025-12-19 13:07:10,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1125,2025-12-19 13:07:20,Card Played,"{""Card"": ""Vantablack Ink"", ""Target"": ""The Void Monarch""}"
1126,2025-12-19 13:07:30,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1127,2025-12-19 13:07:40,Card Played,"{""Card"": ""Final Knot"", ""Target"": ""The Void Monarch""}"
1128,2025-12-19 13:07:50,Card Played,"{""Card"": ""Web Trap"", ""Target"": ""The Void Monarch""}"
1129,2025-12-19 13:08:00,Card Played,"{""Card"": ""Loom Burst"", ""Target"": ""The Void Monarch""}"
1130,2025-12-19 13:08:10,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
1131,2025-12-19 13:08:20,Turn Ended,"{""Status"": ""Ongoing""}"
1132,2025-12-19 13:08:30,Turn Started,"{""Turn"": 23, ""Energy"": 5}"
1133,2025-12-19 13:08:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Target"": ""The Void Monarch""}"
1134,2025-12-19 13:08:50,Card Played,"{""Card"": ""Thread Pull"", ""Target"": ""The Void Monarch""}"
1135,2025-12-19 13:09:00,Card Played,"{""Card"": ""Azure Stitch"", ""Target"": ""The Void Monarch""}"
